Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
58.4,150.4,12.2,10.7,5.2,149.4,1,Bhuttan,+1
56.4,139.0,21.7,5.9,6.1,146.8,1,Assam,-1
44.5,137.0,17.0,12.1,7.3,142.2,0,Bhuttan,+1
50.7,150.7,9.0,7.1,3.7,156.7,1,Assam,-1
35.8,149.1,17.4,9.6,5.5,150.8,0,Bhuttan,+1
65.2,143.3,12.0,8.3,5.1,140.6,1,Bhuttan,+1
45.8,141.2,14.6,7.0,3.8,149.0,0,Assam,-1
48.0,134.2,7.5,8.4,5.0,135.5,0,Bhuttan,+1
58.5,156.6,14.4,5.7,5.0,161.3,0,Assam,-1
39.4,131.3,12.7,9.7,5.1,136.7,1,Assam,-1
42.1,152.7,5.7,4.7,5.3,152.8,1,Bhuttan,+1
48.3,141.6,10.9,8.0,4.8,148.0,0,Assam,-1
48.2,153.3,12.1,5.9,4.5,158.7,0,Assam,-1
58.1,147.3,6.2,8.3,5.1,156.0,0,Assam,-1
21.8,139.1,22.4,11.0,6.2,144.5,0,Bhuttan,+1
40.7,162.3,15.8,6.3,4.9,170.4,1,Assam,-1
35.9,152.5,6.7,9.9,4.8,153.5,1,Bhuttan,+1
46.5,140.4,9.8,6.5,7.0,141.6,1,Bhuttan,+1
58.1,150.6,3.0,8.5,5.3,157.7,0,Assam,-1
43.3,148.1,11.5,9.4,6.3,153.1,0,Assam,-1
42.4,140.1,8.2,7.6,5.9,141.4,1,Bhuttan,+1
46.3,133.0,12.4,8.1,3.7,138.5,1,Assam,-1
29.4,144.5,11.3,7.6,6.2,145.0,1,Bhuttan,+1
45.3,133.5,8.9,7.7,5.1,140.9,0,Assam,-1
37.6,134.7,15.8,8.0,3.4,140.5,1,Assam,-1
60.6,166.9,5.3,8.9,6.1,169.8,1,Bhuttan,+1
32.1,123.1,5.9,9.9,6.5,124.6,1,Bhuttan,+1
24.2,133.2,5.9,12.5,6.4,134.1,1,Bhuttan,+1
52.3,149.1,9.2,6.6,5.3,153.7,0,Assam,-1
39.8,144.3,15.4,8.5,4.1,151.2,1,Assam,-1
47.2,152.1,15.0,6.9,5.5,159.8,0,Assam,-1
56.1,155.3,2.6,5.4,6.5,164.4,0,Assam,-1
71.4,170.7,15.2,8.3,4.5,177.8,1,Assam,-1
34.7,141.9,7.8,11.4,5.8,140.8,1,Bhuttan,+1
52.9,135.9,12.1,9.4,5.9,143.1,1,Assam,-1
29.6,156.8,21.0,6.2,5.9,160.7,1,Assam,-1
26.8,141.3,17.3,8.4,7.0,139.1,0,Bhuttan,+1
40.0,145.7,15.9,8.3,6.8,148.9,0,Bhuttan,+1
28.7,137.5,10.0,10.8,5.9,138.9,0,Bhuttan,+1
56.4,143.8,12.8,6.5,4.1,149.4,0,Assam,-1
41.3,143.8,13.6,7.8,5.3,146.4,1,Bhuttan,+1
52.5,135.7,-8.4,7.9,5.7,138.0,0,Bhuttan,+1
55.4,157.1,8.7,8.8,3.5,166.1,1,Assam,-1
32.2,164.4,13.8,6.5,5.0,165.7,1,Bhuttan,+1
33.8,136.4,10.6,9.3,7.6,135.8,0,Bhuttan,+1
61.4,171.4,11.8,8.5,3.6,178.5,1,Assam,-1
48.0,149.0,16.2,14.1,6.0,152.5,1,Bhuttan,+1
54.0,159.7,10.4,8.6,7.0,165.6,1,Bhuttan,+1
30.6,157.6,19.6,9.2,3.9,163.8,1,Assam,-1
52.0,138.5,2.8,6.1,5.4,145.0,0,Assam,-1
50.6,149.6,15.1,9.1,5.2,153.7,0,Assam,-1
50.1,141.4,14.4,8.7,6.6,142.8,1,Bhuttan,+1
21.1,138.2,9.0,12.6,5.0,146.0,0,Assam,-1
38.0,143.2,5.2,9.6,7.9,143.9,0,Bhuttan,+1
30.0,147.3,8.1,10.6,4.7,148.8,1,Bhuttan,+1
45.0,149.5,30.2,8.7,3.8,156.0,0,Assam,-1
28.7,144.1,7.8,11.0,4.9,143.3,1,Bhuttan,+1
41.3,148.3,11.7,11.7,7.3,149.2,1,Bhuttan,+1
52.6,139.1,9.7,7.1,4.7,146.9,0,Assam,-1
27.5,156.0,12.0,9.3,5.3,160.8,0,Assam,-1
30.2,144.5,11.8,4.7,4.5,149.7,0,Assam,-1
25.1,138.9,17.9,5.9,3.7,144.2,1,Assam,-1
47.7,156.8,8.6,8.4,4.4,163.2,1,Bhuttan,+1
59.1,149.5,13.2,11.8,5.6,152.9,1,Bhuttan,+1
43.9,140.9,6.4,8.4,4.8,146.1,0,Assam,-1
54.8,154.4,15.9,7.8,4.3,161.7,1,Assam,-1
44.6,149.5,15.4,12.8,6.0,152.1,1,Bhuttan,+1
34.2,136.7,8.8,9.4,4.2,148.3,1,Assam,-1
37.5,161.6,4.2,5.7,4.9,169.5,0,Assam,-1
41.1,156.3,10.5,9.0,6.3,161.3,0,Assam,-1
57.1,148.8,2.4,8.8,5.3,155.9,0,Assam,-1
60.6,162.3,14.2,9.7,4.6,167.1,0,Assam,-1
56.9,144.6,17.6,8.8,6.3,149.6,1,Assam,-1
34.4,143.1,8.5,10.5,4.7,149.1,1,Bhuttan,+1
25.0,144.3,11.3,10.6,7.0,146.9,0,Bhuttan,+1
45.2,134.6,3.5,8.3,5.5,136.9,1,Bhuttan,+1
29.7,142.7,1.1,12.3,6.0,145.8,1,Bhuttan,+1
51.2,149.3,17.1,8.5,4.7,156.5,0,Assam,-1
43.6,157.5,6.1,13.9,6.5,158.6,1,Bhuttan,+1
44.4,147.3,7.9,4.9,3.7,154.3,0,Assam,-1
18.3,161.4,9.8,4.4,5.1,161.8,1,Bhuttan,+1
51.6,151.7,6.8,7.4,6.3,150.7,1,Bhuttan,+1
51.6,146.2,3.5,8.4,6.3,147.1,1,Bhuttan,+1
40.0,152.2,6.1,12.6,5.5,154.5,1,Bhuttan,+1
42.3,135.2,6.4,11.1,5.2,136.3,1,Bhuttan,+1
27.5,122.3,7.2,11.2,5.0,124.6,0,Bhuttan,+1
64.4,167.1,19.7,12.3,7.4,166.7,1,Bhuttan,+1
38.7,128.5,14.5,6.7,4.9,135.6,0,Assam,-1
61.3,147.7,20.3,12.2,3.3,153.2,0,Assam,-1
43.2,155.4,18.8,7.8,2.9,161.4,1,Assam,-1
29.2,133.1,11.7,7.6,6.7,134.2,1,Bhuttan,+1
50.4,145.7,17.6,5.7,6.5,149.0,0,Bhuttan,+1
44.6,133.0,15.6,9.4,6.2,136.4,1,Assam,-1
43.4,129.7,8.0,10.2,5.5,132.1,1,Bhuttan,+1
38.1,126.1,3.1,8.0,5.7,128.3,0,Bhuttan,+1
49.9,145.2,10.1,11.2,5.2,149.3,1,Bhuttan,+1
47.7,142.9,11.6,9.6,5.8,148.4,0,Assam,-1
44.0,147.9,6.2,8.6,7.0,151.3,0,Bhuttan,+1
37.8,126.4,12.6,8.6,5.1,132.7,1,Assam,-1
46.7,146.1,10.9,10.1,6.0,148.1,1,Bhuttan,+1
51.4,144.1,7.4,6.5,5.2,148.2,0,Assam,-1
41.9,144.8,-1.2,10.5,5.8,149.3,1,Bhuttan,+1
65.3,145.3,11.3,7.8,4.4,151.5,0,Assam,-1
26.3,134.9,2.3,12.1,5.9,138.6,0,Bhuttan,+1
40.0,151.4,17.2,7.5,6.4,159.0,1,Assam,-1
30.3,130.9,10.5,10.2,3.6,137.5,1,Assam,-1
71.4,148.7,11.5,10.4,4.7,155.4,0,Assam,-1
48.8,141.5,3.2,10.1,7.0,141.5,0,Bhuttan,+1
49.5,140.8,17.4,6.8,5.9,146.0,0,Assam,-1
55.2,136.7,8.4,6.4,5.8,145.1,1,Assam,-1
44.0,137.3,10.2,9.9,8.2,137.1,0,Bhuttan,+1
43.0,125.8,13.3,9.4,4.0,129.9,0,Assam,-1
47.1,137.5,10.4,7.4,6.3,137.8,0,Bhuttan,+1
22.5,132.4,1.3,9.9,4.5,134.4,0,Bhuttan,+1
38.9,156.8,7.2,12.7,6.8,162.1,0,Bhuttan,+1
48.6,139.3,8.6,10.3,4.6,139.9,1,Bhuttan,+1
52.7,136.3,14.6,7.8,5.9,140.4,0,Bhuttan,+1
63.2,164.8,14.4,10.1,6.9,166.9,0,Bhuttan,+1
52.5,137.4,6.5,9.7,4.9,140.8,1,Bhuttan,+1
55.2,149.6,13.9,7.9,4.1,155.4,0,Assam,-1
30.4,142.6,10.7,8.8,5.2,147.8,0,Assam,-1
27.2,140.2,12.0,9.3,7.2,143.3,1,Bhuttan,+1
34.2,144.7,9.6,11.2,4.9,145.9,1,Bhuttan,+1
27.0,117.8,8.7,11.1,4.8,121.3,0,Bhuttan,+1
28.0,140.0,15.1,7.2,5.5,140.9,1,Bhuttan,+1
39.4,156.0,8.8,12.1,6.9,158.7,1,Bhuttan,+1
39.7,141.0,-1.9,10.3,6.5,144.4,1,Bhuttan,+1
43.7,135.6,17.6,8.6,5.2,143.4,1,Assam,-1
32.7,133.1,12.4,8.9,6.6,136.2,1,Bhuttan,+1
43.9,152.4,11.5,6.1,6.2,158.9,0,Assam,-1
41.9,138.8,5.9,10.8,7.4,140.0,1,Bhuttan,+1
24.9,151.8,4.7,8.8,6.0,158.2,1,Bhuttan,+1
30.7,147.1,20.0,8.0,5.9,150.9,0,Bhuttan,+1
52.1,164.1,26.6,8.6,6.3,165.6,1,Bhuttan,+1
54.0,158.6,10.0,12.1,8.3,162.9,0,Bhuttan,+1
46.0,140.7,10.4,6.6,4.0,141.9,1,Bhuttan,+1
71.3,136.4,9.8,9.8,5.8,138.5,0,Bhuttan,+1
25.9,128.8,10.3,11.2,6.8,126.8,0,Bhuttan,+1
24.8,123.4,7.3,10.0,5.7,124.3,0,Bhuttan,+1
38.0,162.5,4.2,12.2,4.8,162.6,1,Bhuttan,+1
40.5,140.6,7.3,11.0,5.3,144.4,1,Bhuttan,+1
48.8,140.4,13.6,6.8,5.4,144.3,0,Assam,-1
40.3,141.3,12.5,9.1,4.8,145.9,0,Assam,-1
26.9,135.6,13.9,7.6,5.3,142.9,0,Assam,-1
56.3,168.7,9.9,6.4,5.0,171.7,0,Assam,-1
43.6,112.9,12.8,10.6,5.1,118.4,1,Assam,-1
38.5,143.8,11.6,9.3,5.8,147.5,1,Bhuttan,+1
45.5,165.9,16.0,8.9,6.2,171.9,1,Assam,-1
72.9,166.0,5.3,7.4,5.9,174.9,0,Assam,-1
31.0,139.5,11.0,7.8,5.7,140.0,1,Bhuttan,+1
38.8,135.3,11.3,8.3,5.8,140.5,0,Assam,-1
59.8,153.0,9.0,9.9,6.8,154.6,1,Bhuttan,+1
43.8,151.3,17.5,9.4,3.6,158.6,1,Assam,-1
49.2,134.9,10.7,13.6,4.3,139.2,0,Bhuttan,+1
56.4,152.7,11.4,11.6,7.0,152.7,1,Bhuttan,+1
54.5,147.1,11.3,7.0,7.1,153.6,1,Assam,-1
59.5,165.1,8.4,11.8,4.2,164.4,1,Bhuttan,+1
41.3,129.8,10.6,7.2,3.1,135.3,1,Assam,-1
49.9,153.5,10.2,6.6,7.0,152.6,0,Bhuttan,+1
44.2,136.1,8.4,10.5,6.2,135.2,0,Bhuttan,+1
59.1,150.5,17.0,8.1,4.7,157.4,0,Assam,-1
59.2,149.8,4.5,7.3,4.3,157.1,0,Assam,-1
31.8,143.0,10.7,8.2,4.8,143.8,1,Bhuttan,+1
30.8,154.3,1.3,9.9,7.2,156.5,1,Bhuttan,+1
59.4,145.3,17.1,9.0,6.4,151.1,1,Assam,-1
71.1,154.6,17.7,8.4,4.7,159.2,1,Assam,-1
36.8,143.5,14.2,8.7,5.3,147.5,0,Assam,-1
47.2,142.9,13.2,7.9,7.3,143.6,0,Bhuttan,+1
68.5,145.7,11.2,7.2,4.5,151.2,0,Assam,-1
31.0,158.4,16.9,6.9,4.0,168.0,1,Assam,-1
33.5,138.9,12.9,10.1,5.5,142.7,0,Assam,-1
33.0,152.4,4.5,6.4,4.3,157.4,0,Assam,-1
54.8,134.9,9.9,8.3,6.0,141.6,0,Assam,-1
40.0,135.2,14.3,5.5,8.0,137.1,1,Bhuttan,+1
46.8,152.8,15.6,7.7,5.1,161.5,1,Assam,-1
29.9,138.6,14.3,7.7,6.4,136.7,1,Bhuttan,+1
49.3,147.5,4.0,10.9,5.7,148.4,1,Bhuttan,+1
51.0,151.2,15.8,14.3,6.3,151.1,1,Bhuttan,+1
41.3,141.1,17.1,8.5,5.8,140.4,0,Bhuttan,+1
39.5,150.6,6.6,5.9,5.2,155.1,0,Assam,-1
50.5,140.4,12.3,8.2,4.8,146.4,0,Assam,-1
50.8,155.5,9.0,8.5,5.6,161.0,0,Assam,-1
60.1,148.6,11.8,9.8,7.3,155.0,1,Assam,-1
42.0,128.4,11.1,6.0,5.8,132.8,1,Assam,-1
32.2,150.9,5.2,8.5,6.2,155.3,0,Assam,-1
24.4,135.4,7.7,10.2,5.7,135.7,0,Bhuttan,+1
46.2,141.7,8.2,8.9,5.6,145.8,0,Assam,-1
61.2,133.7,12.2,7.9,5.1,139.5,1,Assam,-1
56.0,164.5,6.2,9.5,7.7,168.8,0,Bhuttan,+1
57.0,145.2,10.3,8.6,4.2,150.1,0,Assam,-1
43.0,148.0,13.9,9.0,6.6,146.2,1,Bhuttan,+1
50.3,152.6,15.4,11.6,4.8,156.3,0,Bhuttan,+1
32.0,157.6,9.5,6.3,5.3,162.9,0,Assam,-1
33.7,136.6,9.1,10.4,6.0,140.7,0,Bhuttan,+1
36.1,151.4,13.5,10.0,5.4,156.8,0,Assam,-1
49.0,149.8,6.7,12.0,5.3,148.1,1,Bhuttan,+1
39.0,140.0,11.4,9.6,6.0,137.9,1,Bhuttan,+1
55.6,132.3,12.0,8.0,4.8,140.1,0,Assam,-1
63.8,144.3,15.6,6.0,5.2,151.0,1,Assam,-1
24.8,147.5,11.3,6.8,3.5,153.8,1,Assam,-1
45.6,154.8,5.7,11.7,5.8,156.0,1,Bhuttan,+1
51.4,154.3,16.8,9.6,6.7,161.8,1,Assam,-1
59.2,151.5,5.8,8.4,4.3,154.0,1,Bhuttan,+1
41.3,160.6,23.5,10.3,5.5,165.1,0,Assam,-1
33.0,145.3,9.8,9.5,3.7,148.5,1,Bhuttan,+1
44.6,152.2,14.7,7.3,6.4,157.6,0,Assam,-1
53.9,142.9,12.8,10.3,5.2,144.7,1,Bhuttan,+1
33.1,133.1,9.7,12.8,7.1,134.3,0,Bhuttan,+1
57.6,146.1,12.7,8.2,4.4,152.5,0,Assam,-1
49.3,156.6,8.4,8.5,6.0,161.7,0,Assam,-1
57.5,152.7,5.2,9.4,4.1,160.1,0,Assam,-1
55.8,160.6,16.3,5.8,5.8,165.0,0,Assam,-1
35.3,150.5,9.7,10.8,6.7,157.4,0,Bhuttan,+1
51.5,139.5,10.7,10.8,5.6,146.5,1,Bhuttan,+1
44.9,148.0,4.5,9.6,5.4,154.0,0,Assam,-1
52.3,138.4,9.7,7.9,4.0,140.2,1,Bhuttan,+1
53.0,160.9,19.2,8.7,5.4,168.5,1,Assam,-1
41.8,144.5,15.2,11.1,5.4,147.7,1,Bhuttan,+1
32.4,143.5,15.7,7.8,4.9,149.2,0,Assam,-1
46.7,154.6,16.3,10.8,1.9,159.8,1,Assam,-1
47.9,148.5,12.3,9.4,4.5,155.6,0,Assam,-1
67.2,157.1,16.5,9.7,4.8,160.9,1,Assam,-1
50.2,139.3,9.3,9.4,6.4,144.8,0,Assam,-1
26.6,132.8,10.2,8.0,5.6,139.2,0,Assam,-1
43.7,147.8,8.0,7.2,7.2,152.1,1,Assam,-1
49.3,150.2,11.5,9.3,5.6,153.7,1,Bhuttan,+1
42.3,143.7,10.5,7.2,6.1,150.8,0,Assam,-1
32.0,123.2,12.2,7.6,6.2,124.5,0,Bhuttan,+1
53.7,132.1,12.2,12.2,4.7,140.3,1,Assam,-1
49.3,154.9,15.0,7.0,4.5,161.1,1,Assam,-1
54.9,141.1,5.4,7.6,4.7,148.7,0,Assam,-1
65.5,142.4,17.3,7.6,5.5,147.7,1,Assam,-1
69.7,158.8,23.6,5.1,5.0,162.4,1,Assam,-1
38.4,139.8,13.9,8.7,5.2,143.0,0,Assam,-1
31.0,132.9,8.5,11.1,6.2,135.4,1,Bhuttan,+1
47.6,163.9,9.9,8.6,5.0,169.0,0,Assam,-1
43.5,144.6,13.6,6.6,4.4,149.7,0,Assam,-1
27.8,155.3,16.2,8.0,5.5,161.1,0,Assam,-1
37.6,141.0,12.9,8.8,4.6,144.8,0,Assam,-1
33.9,147.6,10.8,9.0,7.6,153.8,0,Assam,-1
53.1,162.4,13.9,10.7,5.7,162.5,1,Bhuttan,+1
45.5,157.0,10.9,10.1,6.1,164.8,1,Bhuttan,+1
46.0,146.4,17.7,9.4,5.6,147.3,1,Bhuttan,+1
48.5,120.2,6.3,9.0,5.6,124.2,1,Bhuttan,+1
35.7,131.2,2.5,9.4,6.0,131.3,0,Bhuttan,+1
50.9,143.0,17.9,12.2,5.8,141.8,0,Bhuttan,+1
42.3,142.4,13.1,6.0,4.4,148.6,0,Assam,-1
54.2,154.1,16.5,7.4,4.1,160.1,1,Assam,-1
44.6,148.9,14.0,10.3,4.6,149.1,1,Bhuttan,+1
38.9,148.7,10.6,7.8,4.8,152.5,0,Assam,-1
37.8,144.9,21.5,5.8,5.2,150.6,1,Assam,-1
40.2,135.8,6.3,10.7,4.8,134.1,0,Bhuttan,+1
63.6,178.4,17.4,5.6,6.8,182.0,1,Assam,-1
32.4,151.2,10.1,4.4,4.1,157.4,0,Assam,-1
45.2,156.2,11.0,6.3,5.2,162.8,0,Assam,-1
13.7,132.8,9.4,7.5,5.4,136.5,1,Bhuttan,+1
41.0,154.1,5.8,8.9,4.9,156.7,1,Bhuttan,+1
50.8,153.0,18.7,14.1,5.9,152.7,0,Bhuttan,+1
43.5,143.5,6.7,9.3,5.2,152.0,0,Assam,-1
45.5,139.9,8.9,6.1,4.9,148.7,0,Assam,-1
52.2,176.9,0.2,4.8,5.7,178.3,1,Bhuttan,+1
35.0,143.8,5.8,8.0,5.3,151.0,0,Assam,-1
41.0,125.0,11.1,8.9,5.2,127.7,1,Assam,-1
58.3,159.8,7.3,8.2,4.1,163.9,0,Assam,-1
54.7,146.9,6.1,6.9,4.4,152.4,0,Assam,-1
50.2,156.4,9.8,11.3,5.9,156.2,1,Bhuttan,+1
58.9,162.7,6.0,8.2,4.2,170.0,0,Assam,-1
56.5,147.9,12.4,6.7,5.2,155.0,0,Assam,-1
51.9,147.8,3.8,7.6,3.5,154.1,0,Assam,-1
45.5,165.8,19.5,13.1,4.8,167.4,1,Bhuttan,+1
56.2,132.5,4.4,11.8,4.8,135.2,1,Bhuttan,+1
28.5,118.8,7.2,11.4,6.0,118.9,0,Bhuttan,+1
57.2,161.6,7.5,9.2,5.0,163.6,1,Bhuttan,+1
18.1,132.8,1.2,8.2,4.0,131.5,0,Bhuttan,+1
53.5,144.2,1.3,10.7,6.1,148.3,1,Bhuttan,+1
49.4,139.4,11.4,11.9,6.0,142.4,1,Bhuttan,+1
48.3,149.6,6.1,9.6,4.5,154.6,1,Bhuttan,+1
37.1,142.2,10.7,6.6,2.4,149.4,1,Assam,-1
47.2,118.7,2.7,7.7,6.5,119.8,0,Bhuttan,+1
28.5,145.0,14.8,8.8,4.7,146.6,1,Bhuttan,+1
49.1,127.8,9.5,12.7,5.2,131.1,1,Bhuttan,+1
42.8,151.7,7.4,8.0,6.2,151.5,1,Bhuttan,+1
37.7,149.7,20.9,7.7,5.9,156.3,1,Assam,-1
27.4,128.0,3.9,8.8,6.3,130.8,1,Bhuttan,+1
33.5,155.3,11.3,6.7,6.5,152.6,1,Bhuttan,+1
55.2,160.4,15.5,12.4,7.9,163.9,1,Bhuttan,+1
58.9,146.5,12.8,9.7,5.3,153.5,0,Assam,-1
44.5,150.0,6.9,11.9,4.5,157.5,0,Assam,-1
51.3,143.2,6.1,5.2,5.3,148.7,0,Assam,-1
54.0,153.0,14.5,7.1,4.7,156.2,1,Bhuttan,+1
54.5,144.1,17.9,6.3,4.0,149.4,0,Assam,-1
34.1,142.7,-1.4,9.3,4.1,147.6,1,Bhuttan,+1
29.1,129.7,4.1,7.9,6.5,136.5,0,Bhuttan,+1
71.6,150.5,25.6,8.3,6.8,155.4,1,Assam,-1
47.8,144.0,10.3,4.1,5.0,151.9,0,Assam,-1
25.7,138.0,7.8,8.6,6.1,138.0,0,Bhuttan,+1
36.1,134.6,4.0,10.6,5.5,136.9,1,Bhuttan,+1
44.4,150.6,10.5,9.6,6.1,151.5,1,Bhuttan,+1
48.2,157.6,12.0,12.6,5.9,159.2,1,Bhuttan,+1
67.8,157.9,13.8,8.0,6.4,163.6,0,Assam,-1
45.0,155.5,15.0,7.6,5.6,162.7,0,Assam,-1
47.0,163.2,3.1,8.9,4.1,170.6,0,Assam,-1
65.8,154.2,12.4,8.4,5.2,160.9,0,Assam,-1
30.8,144.0,9.5,11.3,4.9,147.9,1,Bhuttan,+1
61.5,120.9,12.0,6.8,4.1,125.8,1,Assam,-1
58.9,124.3,9.9,7.0,5.4,130.0,1,Assam,-1
47.7,146.6,7.6,11.2,6.9,149.4,0,Bhuttan,+1
42.3,137.0,17.0,12.7,4.6,139.5,1,Bhuttan,+1
28.4,153.0,8.8,9.0,3.6,159.0,1,Assam,-1
48.6,153.1,16.9,7.3,4.8,156.6,1,Assam,-1
46.6,126.9,12.4,10.0,6.2,133.9,0,Assam,-1
53.8,138.0,10.2,7.6,6.0,146.0,0,Assam,-1
39.6,149.9,14.1,5.7,6.3,152.1,1,Bhuttan,+1
50.8,168.8,8.4,7.0,5.1,174.8,0,Assam,-1
44.1,149.7,3.6,8.8,4.6,157.2,0,Assam,-1
51.3,144.8,13.0,9.9,5.2,150.2,0,Assam,-1
31.4,149.0,14.7,14.2,6.6,153.6,1,Bhuttan,+1
41.1,140.2,19.8,8.0,4.1,143.8,0,Assam,-1
27.6,131.1,5.0,11.4,5.6,132.9,1,Bhuttan,+1
50.9,149.7,11.0,6.9,5.1,154.7,0,Assam,-1
30.7,140.8,15.8,10.5,6.5,141.6,0,Bhuttan,+1
55.3,139.5,8.4,6.2,7.5,136.7,1,Bhuttan,+1
36.5,140.0,16.9,6.7,6.0,142.8,0,Bhuttan,+1
31.3,156.1,12.1,7.7,5.7,159.4,1,Bhuttan,+1
63.7,153.8,12.8,8.8,6.6,160.4,1,Bhuttan,+1
54.5,149.5,5.3,11.2,5.3,150.2,1,Bhuttan,+1
50.6,142.3,13.8,9.8,7.5,142.8,0,Bhuttan,+1
50.2,153.1,18.0,6.4,6.6,161.6,1,Assam,-1
28.1,140.8,17.5,11.1,6.5,147.0,1,Assam,-1
30.9,150.1,17.7,9.2,5.1,154.5,0,Assam,-1
50.8,144.6,6.8,8.1,4.8,152.1,0,Assam,-1
55.0,135.6,5.6,4.5,6.2,136.2,1,Bhuttan,+1
39.9,146.8,15.0,11.6,4.8,150.2,1,Bhuttan,+1
46.3,130.0,9.8,10.0,4.1,134.4,1,Assam,-1
42.7,146.6,21.8,10.1,4.2,153.2,0,Assam,-1
65.4,128.2,11.3,9.2,4.0,135.1,1,Assam,-1
42.3,152.3,7.5,9.8,5.5,152.8,1,Bhuttan,+1
35.4,155.1,9.3,6.7,3.6,161.7,1,Assam,-1
30.1,143.4,9.7,8.6,3.9,148.2,0,Assam,-1
42.9,152.9,12.3,11.9,4.8,159.6,0,Assam,-1
55.2,162.9,6.3,11.4,6.3,163.2,1,Bhuttan,+1
51.7,158.3,8.2,7.7,5.8,161.9,0,Assam,-1
40.6,143.5,6.0,6.9,7.2,147.3,1,Bhuttan,+1
35.7,159.4,11.6,14.2,6.6,163.0,1,Bhuttan,+1
72.6,159.4,5.8,9.3,4.4,164.1,0,Assam,-1
47.0,135.3,9.6,7.4,4.2,140.8,1,Assam,-1
55.7,124.7,7.0,11.7,3.6,128.0,1,Bhuttan,+1
46.4,156.4,17.2,9.3,7.1,160.3,0,Assam,-1
43.3,147.7,2.7,9.9,5.6,150.6,1,Bhuttan,+1
30.2,154.1,9.6,12.1,4.3,153.8,1,Bhuttan,+1
37.2,155.3,15.7,4.9,5.2,162.3,0,Assam,-1
59.4,163.5,14.8,4.8,4.2,167.8,0,Assam,-1
51.4,141.8,16.2,8.3,4.2,149.6,0,Assam,-1
48.2,129.7,15.4,7.0,5.7,137.8,0,Assam,-1
53.4,148.0,10.0,9.1,4.4,153.0,0,Assam,-1
68.8,149.1,7.4,8.0,4.0,154.6,0,Assam,-1
54.1,137.1,5.9,14.6,7.1,139.0,0,Bhuttan,+1
55.5,141.4,9.2,9.0,5.3,150.6,0,Assam,-1
62.3,138.4,17.3,6.9,4.5,143.4,1,Assam,-1
34.8,135.2,8.6,8.5,5.6,141.6,1,Bhuttan,+1
34.8,145.8,13.5,13.5,8.6,151.1,0,Bhuttan,+1
52.2,134.8,12.6,10.0,4.7,140.8,1,Assam,-1
27.5,125.3,11.1,8.2,4.0,130.3,1,Assam,-1
56.2,164.6,12.4,8.0,5.7,172.4,0,Assam,-1
47.9,151.8,11.1,11.8,6.4,155.4,1,Bhuttan,+1
47.7,154.4,4.5,9.0,6.2,156.3,1,Bhuttan,+1
60.3,146.8,11.0,7.5,6.0,153.3,0,Assam,-1
45.3,146.5,3.2,5.2,5.2,148.2,1,Bhuttan,+1
40.4,143.5,10.7,5.4,5.0,147.8,0,Assam,-1
34.8,118.5,11.8,7.4,4.9,124.3,1,Assam,-1
27.1,137.3,12.7,11.9,4.4,141.5,1,Bhuttan,+1
26.9,123.7,4.3,13.4,6.1,124.7,0,Bhuttan,+1
50.2,147.6,9.9,8.2,7.1,150.8,0,Bhuttan,+1
40.8,165.7,15.8,8.0,5.4,171.6,1,Assam,-1
68.8,162.9,12.3,9.1,4.5,164.4,1,Bhuttan,+1
34.0,123.0,7.4,8.2,7.4,124.3,0,Bhuttan,+1
55.0,138.0,15.4,12.1,5.4,140.7,0,Bhuttan,+1
46.9,161.9,13.0,7.2,6.1,164.9,1,Bhuttan,+1
31.1,138.9,5.8,14.2,7.1,139.4,1,Bhuttan,+1
32.8,130.3,6.2,10.6,6.2,136.4,1,Bhuttan,+1
58.9,146.2,12.2,8.2,4.6,151.9,0,Assam,-1
35.9,141.9,17.5,6.4,7.6,148.3,1,Bhuttan,+1
50.4,140.4,8.9,8.0,3.6,146.7,1,Assam,-1
46.7,157.5,6.0,8.9,5.8,156.7,1,Bhuttan,+1
57.8,141.4,7.6,6.4,5.8,149.0,0,Assam,-1
43.8,136.6,12.8,11.3,4.2,140.0,0,Bhuttan,+1
50.5,159.7,13.4,10.3,3.7,164.6,0,Assam,-1
38.2,149.8,4.1,12.2,5.5,152.3,1,Bhuttan,+1
43.5,128.8,10.3,9.8,4.4,137.1,0,Assam,-1
27.4,130.5,9.8,6.4,5.8,135.7,1,Assam,-1
40.7,142.2,9.7,5.2,4.8,147.7,0,Assam,-1
43.9,141.3,7.7,11.2,5.0,146.8,1,Bhuttan,+1
30.4,139.8,12.3,10.5,6.7,143.0,0,Bhuttan,+1
46.5,151.4,21.8,7.8,4.3,158.7,1,Assam,-1
59.1,145.6,6.7,8.1,5.0,147.7,1,Bhuttan,+1
45.5,143.4,17.6,8.6,5.4,143.7,0,Bhuttan,+1
34.9,145.1,18.7,7.7,4.9,153.8,1,Assam,-1
47.1,145.6,10.9,12.9,5.7,148.4,1,Bhuttan,+1
70.7,159.8,15.6,7.8,5.2,165.7,0,Assam,-1
37.2,141.1,13.6,6.3,5.5,144.5,0,Assam,-1
49.4,143.8,8.0,11.5,6.3,145.3,1,Bhuttan,+1
43.1,139.4,9.4,7.0,3.2,145.7,1,Assam,-1
40.8,132.0,11.5,8.9,5.3,139.3,0,Assam,-1
59.4,160.4,13.8,9.4,5.1,163.2,1,Bhuttan,+1
